Targeted.Region.ID	Exon.Number	Gene.Sym	Chr	OriStCoordinate	OriEndCoordinate	Mean.of.LogRatio	Adjusted.Mean.of.LogRatio	SD.of.LogRatio	Median.of.LogRatio	number.bases	P.Value	Adjusted.P.Value	gain.loss	tumour.rd	normal.rd	tumour.rd.ori	normal.rd.ori	MinLogRatio	MaxLogRatio	BinNumber
1	0	BI427750478_12779	chr1	11854345	11854465	0.594	0.541440586729561	0.101	0.584	120	0.0453127535093576	0.9993476299102	gain	299.274	202.629	256.592	235.358	0.434	0.781	4
2	0	BI427750478_12780	chr1	11854385	11854505	0.513	0.502487660594266	0.056	0.5	120	0.040968763260627	0.9993476299102	gain	376.882	265.573	323.242	308.65	0.403	0.651	5
3	0	BI427750478_12781	chr1	11854425	11854545	0.452	0.446435323897929	0.046	0.457	120	0.0650822240572975	0.9993476299102	gain	382.48	278.913	328.05	324.183	0.346	0.527	5
4	0	BI427750478_12782	chr1	11854465	11854585	0.384	0.344140784015573	0.09	0.4	120	0.194296997810959	0.9993476299102	gain	308.561	232.201	264.567	269.792	0.168	0.527	4
5	0	BI427750478_12783	chr1	11856256	11856376	0.34	0.248540615033468	0.052	0.344	120	0.386269001815621	0.9993476299102	gain	223.686	175.727	191.675	204.033	0.145	0.424	4
6	0	BI427750478_12784	chr1	11856296	11856416	0.336	0.274458758160311	0.05	0.339	120	0.316972353453554	0.9993476299102	gain	265.575	210.544	227.65	244.575	0.207	0.424	4
7	0	BI427750478_12785	chr1	11856336	11856456	0.298	0.227552482076345	0.057	0.298	120	0.413081252694524	0.9993476299102	gain	249.632	202.228	213.958	234.892	0.182	0.396	4
8	0	BI427750478_12786	chr1	11856376	11856496	0.313	0.195079613278958	0.095	0.297	120	0.512715919298407	0.9993476299102	gain	188.424	153.512	161.392	178.167	0.182	0.566	3
9	0	BI427750478_12787	chr1	16705953	16706073	0.093	0.0444993351504405	0.126	0.097	120	0.868500944587133	0.9993476299102	gain	267.651	246.357	229.433	286.275	-0.216	0.268	4
10	0	BI427750478_12788	chr1	16705993	16706113	0.161	0.131669501569339	0.076	0.181	120	0.613205050062271	0.9993476299102	gain	304.243	271.005	260.858	314.975	-0.045	0.268	4
11	0	BI427750478_12789	chr1	16706033	16706153	0.149	0.100113228075054	0.075	0.17	120	0.709704396133002	0.9993476299102	gain	270.989	241.855	232.3	281.033	-0.017	0.268	4
12	0	BI427750478_12790	chr1	16706073	16706193	0.117	0.0114564549062847	0.059	0.12	120	0.968788440224839	0.9993476299102	gain	191.956	175.755	164.425	204.067	-0.017	0.238	3
17	0	BI427750478_12795	chr1	23107824	23107944	0.041	-0.247459344651146	0.273	-0.022	120	0.507523409178298	0.9993476299102	loss	65.454	60.166	55.783	69.475	-0.744	0.453	2
18	0	BI427750478_12796	chr1	23107864	23107984	0.25	0.00313976731998922	0.195	0.339	120	0.992438234787838	0.999615489898441	gain	87.936	72.44	75.092	83.767	-0.155	0.486	2
19	0	BI427750478_12797	chr1	23107904	23108024	0.377	0.147373192438036	0.063	0.385	120	0.645698123491691	0.9993476299102	gain	100.298	77.156	85.708	89.258	0.227	0.486	2
20	0	BI427750478_12798	chr1	23107944	23108064	0.32	0.0756077602545315	0.117	0.348	120	0.818125053258696	0.9993476299102	gain	90.799	71.918	77.55	83.158	0.031	0.486	2
21	0	BI427750478_12799	chr1	23110845	23110965	0.539	0.25701569127114	0.184	0.509	120	0.483557688686236	0.9993476299102	gain	76.613	53.875	65.367	62.15	0.224	1.003	2
22	0	BI427750478_12800	chr1	23110885	23111005	0.541	0.314867916844055	0.113	0.527	120	0.324993671418768	0.9993476299102	gain	107.906	73.227	92.242	84.683	0.256	0.788	2
23	0	BI427750478_12801	chr1	23110925	23111045	0.513	0.323046627559426	0.133	0.511	120	0.3023660517565	0.9993476299102	gain	131.475	92.529	112.483	107.158	0.264	0.788	2
24	0	BI427750478_12802	chr1	23110965	23111085	0.35	0.177864765619087	0.286	0.37	120	0.5660401231886	0.9993476299102	gain	138.568	110.142	118.575	127.667	-0.194	0.788	3
25	0	BI427750478_12803	chr1	23111005	23111125	0.084	-0.0801474176994083	0.235	0.024	120	0.794987904045387	0.9993476299102	loss	133.95	126.703	114.608	146.95	-0.24	0.532	3
26	0	BI427750478_12804	chr1	23111045	23111165	-0.004	-0.169887752056284	0.139	-0.018	120	0.582178952525357	0.9993476299102	loss	128.681	129.322	110.083	150	-0.24	0.262	3
27	0	BI427750478_12805	chr1	23111085	23111205	0.107	-0.0676329819806732	0.206	0.109	120	0.827508608047907	0.9993476299102	loss	126.488	118.601	108.2	137.517	-0.24	0.437	3
28	0	BI427750478_12806	chr1	23111125	23111245	0.339	0.148133361282187	0.195	0.344	120	0.636439864323643	0.9993476299102	gain	123.635	99.171	105.75	114.892	-0.037	0.658	2
29	0	BI427750478_12807	chr1	23111165	23111285	0.527	0.319904811906277	0.152	0.569	120	0.311961855432131	0.9993476299102	gain	119.094	83.461	101.85	96.6	0.201	0.775	2
30	0	BI427750478_12808	chr1	23111205	23111325	0.632	0.413115802895472	0.075	0.645	120	0.194702721836716	0.9993476299102	gain	114.815	74.193	98.175	85.808	0.409	0.775	2
31	0	BI427750478_12809	chr1	23111245	23111365	0.623	0.399088310100266	0.089	0.645	120	0.211622855815317	0.9993476299102	gain	111.263	72.247	95.125	83.542	0.42	0.775	2
32	0	BI427750478_12810	chr1	23111285	23111405	0.64	0.405059699451304	0.105	0.651	120	0.207753150983629	0.9993476299102	gain	104.587	67.416	89.392	77.917	0.42	0.866	2
33	0	BI427750478_12811	chr1	23111325	23111445	0.74	0.478154995196934	0.197	0.73	120	0.167554213028414	0.9993476299102	gain	90.896	55.972	77.633	64.592	0.42	1.171	2
34	0	BI427750478_12812	chr1	23111365	23111485	0.844	0.539773318913702	0.154	0.803	120	0.165670875154172	0.9993476299102	gain	73.197	41.315	62.433	47.525	0.583	1.171	2
35	0	BI427750478_12813	chr1	23111405	23111525	0.842	0.494333066058211	0.155	0.786	120	0.253998681723426	0.9993476299102	gain	57.099	31.632	48.608	36.25	0.553	1.171	1
36	0	BI427750478_12814	chr1	23111445	23111565	0.707	0.326600857073513	0.179	0.718	120	0.483865259051333	0.9993476299102	gain	45.62	27.596	38.75	31.55	0.326	1.104	1
37	0	BI427750478_12815	chr1	23111485	23111605	0.521	0.106140699259555	0.218	0.557	120	0.832349791220287	0.9993476299102	gain	35.694	24.11	30.225	27.492	0.023	0.812	1
38	0	BI427750478_12816	chr1	23189446	23189566	0.171	-0.0238345040699568	0.102	0.202	120	0.939517336200197	0.9993476299102	loss	114.504	103.171	97.908	119.55	-0.012	0.462	2
39	0	BI427750478_12817	chr1	23189486	23189606	0.114	-0.0484829105812309	0.08	0.104	120	0.874977504945074	0.9993476299102	loss	136.56	126.653	116.85	146.892	-0.027	0.278	3
40	0	BI427750478_12818	chr1	23189526	23189646	0.156	0.00616213292180443	0.14	0.112	120	0.983923306607904	0.9993476299102	gain	149.426	134.074	127.9	155.533	-0.027	0.46	3
41	0	BI427750478_12819	chr1	23189566	23189686	0.338	0.180143362779856	0.23	0.347	120	0.557716061427606	0.9993476299102	gain	149.999	120.462	128.392	139.683	-0.027	0.782	3
42	0	BI427750478_12820	chr1	23189606	23189726	0.539	0.353935872128232	0.184	0.597	120	0.257104750337257	0.9993476299102	gain	135.172	95.356	115.658	110.45	0.112	0.788	3
43	0	BI427750478_12821	chr1	23189646	23189766	0.682	0.444995673149545	0.11	0.694	120	0.166869889054988	0.9993476299102	gain	103.918	66.013	88.817	76.283	0.426	0.95	2
44	0	BI427750478_12822	chr1	23191336	23191456	0.303	0.125498865535041	0.115	0.274	120	0.686478067383904	0.9993476299102	gain	134.182	106.814	114.808	123.792	0.058	0.523	3
45	0	BI427750478_12823	chr1	23191376	23191496	0.433	0.28343224714405	0.132	0.433	120	0.353931597981388	0.9993476299102	gain	163.438	120.512	139.933	139.742	0.216	0.73	3
46	0	BI427750478_12824	chr1	23191416	23191536	0.515	0.373504618458469	0.092	0.514	120	0.2196083027212	0.9993476299102	gain	174.995	122.738	149.858	142.333	0.345	0.73	3
47	0	BI427750478_12825	chr1	23191456	23191576	0.578	0.449743111964539	0.066	0.577	120	0.136192255339243	0.9993476299102	gain	192.829	128.971	165.175	149.592	0.428	0.73	3
