Gene	Position	Segment_Bases	Ave_Adjusted_Log_Ratio	Ave_Stdev	Exon_Score	Pvalue	B-H_Pvalue	Transcripts	AveDepth
ABCB1	chr7:87138523-87138763	240	0.26005262445509	0.0300208515379237	95.0280343243662	0.407691209709241	0.999921823990049	ABCB1:NM_000927(intron 29-exon 28)	349.011
ABCB1	chr7:87160496-87160736	240	-0.134054212712515	0.0648260723367382	38.2295897278744	0.781550681909188	0.999921823990049	ABCB1:NM_000927(intron 24-exon 23)	188.43575
ABCC4	chr13:95815293-95815533	240	-0.739848167333569	0.063613318989	212.446266872534	0.260003338318904	0.999921823990049	ABCC4:NM_001105515(intron 20-intron 19),ABCC4:NM_005845(intron 20-intron 19)	92.87425
ABCG2	chr4:89052201-89052441	240	-0.0436655090436172	0.013904440604648	19.4592352103118	0.885422267433566	0.999921823990049	ABCG2:NM_001257386(intron 7-intron 6),ABCG2:NM_004827(intron 7-intron 6)	325.5165
ABL1	chr9:133589613-133589933	320	-0.0791799635556119	0.0820003894963525	27.521285198251	0.771690283786811	0.999921823990049	ABL1:NM_007313(5' UTR -intron 1)	248.931
ABL1	chr9:133710751-133710991	240	-0.0713642002419082	0.311927111531154	8.66555860711173	0.756342564877621	0.999921823990049	ABL1:NM_007313(intron 1),ABL1:NM_005157(5' UTR -intron 1)	75.2635
ABL1	chr9:133729416-133729656	240	0.263474322834409	0.0780562241516584	70.0373216647729	0.436928095038718	0.999921823990049	ABL1:NM_007313(intron 1-intron 2),ABL1:NM_005157(intron 1-intron 2)	323.08
ABL1	chr9:133730154-133730514	360	0.0765452554078128	0.117134172633415	25.6636262193153	0.771923466988015	0.999921823990049	ABL1:NM_007313(intron 2-intron 3),ABL1:NM_005157(intron 2-intron 3)	376.231142857143
ABL1	chr9:133738124-133738444	320	0.0534203000113634	0.0554940558138515	21.4664737577931	0.882452104680721	0.999921823990049	ABL1:NM_007313(intron 3-intron 4),ABL1:NM_005157(intron 3-intron 4)	278.485166666667
ABL1	chr9:133747416-133747696	280	0.337441815298617	0.115724941069766	88.4908931133904	0.531103663106523	0.999921823990049	ABL1:NM_007313(intron 4-intron 5),ABL1:NM_005157(intron 4-intron 5)	190.1556
ABL1	chr9:133748214-133748454	240	0.221751911192301	0.0798033810128105	58.4349304992078	0.705921990085947	0.999921823990049	ABL1:NM_007313(intron 5-intron 6),ABL1:NM_005157(intron 5-intron 6)	158.7155
ABL1	chr9:133750225-133750465	240	0.078202663398053	0.0267047536069907	29.5307913681749	0.823710404635882	0.999921823990049	ABL1:NM_007313(intron 6-intron 7),ABL1:NM_005157(intron 6-intron 7)	281.95825
ABL1	chr9:133753716-133754036	320	0.167406988001838	0.0309245260377671	80.8748220260051	0.573642608176149	0.999921823990049	ABL1:NM_007313(intron 7-intron 8),ABL1:NM_005157(intron 7-intron 8)	357.026166666667
ABL1	chr9:133755358-133755638	280	0.0447752611858357	0.0799204876375397	13.7574553366103	0.82569929538673	0.999921823990049	ABL1:NM_007313(intron 8-intron 9),ABL1:NM_005157(intron 8-intron 9)	290.7148
ABL1	chr9:133755847-133756087	240	0.423162437246446	0.0523029210688764	130.145204304225	0.484952882139434	0.999921823990049	ABL1:NM_007313(intron 9-intron 10),ABL1:NM_005157(intron 9-intron 10)	159.45275
ABL1	chr9:133759331-133761091	1760	0.44039315304149	0.206179157404828	531.523365398082	0.324948909385409	0.999921823990049	ABL1:NM_007313(intron 10-3' UTR ),ABL1:NM_005157(intron 10-3' UTR )	297.052
