Gene	Position	Segment_Bases	Ave_Adjusted_Log_Ratio	Ave_Stdev	Exon_Score	Pvalue	B-H_Pvalue	Transcripts	AveDepth
ABCB1	chr7:87138523-87138763	240	0.0767984695561664	0.0504924564196524	23.901652851428	0.584021547290076	0.917545280472643	ABCB1:NM_000927(intron 29-exon 28)	594.0395
ABCB1	chr7:87160496-87160736	240	-0.251854872005761	0.028281341427307	93.5993443381345	0.147940404972487	0.733748808034873	ABCB1:NM_000927(intron 24-exon 23)	353.23775
ABCC4	chr13:95815293-95815533	240	-0.338220353350395	0.0602966355772004	99.0071293024528	0.118332235954866	0.689561444086302	ABCC4:NM_001105515(intron 20-intron 19),ABCC4:NM_005845(intron 20-intron 19)	260.4135
ABCG2	chr4:89052201-89052441	240	0.0616420540726882	0.0775961038091286	16.4238115118175	0.449245332229474	0.885398404599302	ABCG2:NM_001257386(intron 7-intron 6),ABCG2:NM_004827(intron 7-intron 6)	670.836
ABL1	chr9:133589613-133589933	320	0.0524863812688469	0.0597290232998914	20.5547516826439	0.740542278891649	0.949696933663681	ABL1:NM_007313(5' UTR -intron 1)	539.04
ABL1	chr9:133710751-133710991	240	0.0276639876782069	0.100524556594463	6.62427132049248	0.793942416631824	0.972402423455922	ABL1:NM_007313(intron 1),ABL1:NM_005157(5' UTR -intron 1)	170.7565
ABL1	chr9:133729416-133729656	240	0.202308689887981	0.0265041727891232	76.5545346241234	0.131412809468148	0.706781231505283	ABL1:NM_007313(intron 1-intron 2),ABL1:NM_005157(intron 1-intron 2)	600.689
ABL1	chr9:133730154-133730514	360	0.0829316747248313	0.108855638148477	28.75520359448	0.529099937485047	0.847934047902187	ABL1:NM_007313(intron 2-intron 3),ABL1:NM_005157(intron 2-intron 3)	718.012714285714
ABL1	chr9:133738124-133738444	320	0.0358993559544699	0.0505508475539363	14.8913005092014	0.820205861296793	0.9682891420363	ABL1:NM_007313(intron 3-intron 4),ABL1:NM_005157(intron 3-intron 4)	539.512
ABL1	chr9:133747416-133747696	280	0.15513426451873	0.10262743936929	42.9483350254888	0.467631653224403	0.873596325383513	ABL1:NM_007313(intron 4-intron 5),ABL1:NM_005157(intron 4-intron 5)	352.825
ABL1	chr9:133748214-133748454	240	-0.0523168184875449	0.00789600680445757	26.4002278674173	0.804553267955915	0.978653098612614	ABL1:NM_007313(intron 5-intron 6),ABL1:NM_005157(intron 5-intron 6)	283.48575
ABL1	chr9:133750225-133750465	240	-0.00194463895408348	0.0579245521439414	0.577388499602467	0.702328159276957	0.959525644383797	ABL1:NM_007313(intron 6-intron 7),ABL1:NM_005157(intron 6-intron 7)	525.60275
ABL1	chr9:133753716-133754036	320	0.11481815850883	0.0316833541306989	55.0821780709965	0.36125318802312	0.849327727666941	ABL1:NM_007313(intron 7-intron 8),ABL1:NM_005157(intron 7-intron 8)	657.032
ABL1	chr9:133755358-133755638	280	0.0913040539645339	0.0654967764313821	30.2634975386832	0.54063722855709	0.899056061143606	ABL1:NM_007313(intron 8-intron 9),ABL1:NM_005157(intron 8-intron 9)	581.0734
ABL1	chr9:133755847-133756087	240	-0.112712866557598	0.0287135776476962	41.710415879486	0.629009454440117	0.944325249716749	ABL1:NM_007313(intron 9-intron 10),ABL1:NM_005157(intron 9-intron 10)	239.14925
ABL1	chr9:133759331-133761091	1760	0.109139816219964	0.112118829293812	182.543517951866	0.529934441959884	0.890500660021773	ABL1:NM_007313(intron 10-3' UTR ),ABL1:NM_005157(intron 10-3' UTR )	475.206214285714
ABL2	chr1:179076813-179078133	1320	0.13180990301625	0.084659738526078	186.572497064641	0.366384488065655	0.778593611190135	ABL2:NM_001168238(3' UTR -intron 13),ABL2:NM_001168237(3' UTR -intron 14),ABL2:NM_001168236(3' UTR -exon 12),ABL2:NM_007314(3' UTR -exon 13),ABL2:NM_001136000(3' UTR -intron 14),ABL2:NM_001168239(3' UTR -intron 13),ABL2:NM_005158(3' UTR -exon 13)	707.584483870968
ABL2	chr1:179078253-179078613	360	0.0701177912698686	0.138350209853165	21.683735107821	0.382805510256881	0.825054616792724	ABL2:NM_001168238(intron 13-intron 12),ABL2:NM_001168237(intron 14-intron 13),ABL2:NM_001168236(exon 12-intron 12),ABL2:NM_007314(exon 13-intron 13),ABL2:NM_001136000(intron 14-intron 13),ABL2:NM_001168239(intron 13-intron 12),ABL2:NM_005158(exon 13-intron 13)	677.993428571429
ABL2	chr1:179079382-179079622	240	-0.0440640785301312	0.138873825072119	9.06711411063263	0.403582331703653	0.831588669995531	ABL2:NM_001168238(intron 12-intron 11),ABL2:NM_001168237(intron 13-intron 12),ABL2:NM_001168236(intron 12-intron 11),ABL2:NM_007314(intron 13-intron 12),ABL2:NM_001136000(intron 13-intron 12),ABL2:NM_001168239(intron 12-intron 11),ABL2:NM_005158(intron 13-intron 12)	548.00925
ABL2	chr1:179079838-179080078	240	-0.203540884532482	0.00874522650367631	100.544097251849	0.123027625276128	0.708302606467711	ABL2:NM_001168238(intron 11),ABL2:NM_001168237(intron 12),ABL2:NM_001168236(intron 11),ABL2:NM_007314(intron 12),ABL2:NM_001136001(3' UTR -intron 11),ABL2:NM_001136000(intron 12),ABL2:NM_001168239(intron 11),ABL2:NM_005158(intron 12)	520.39275
ABL2	chr1:179081347-179081627	280	-0.218835229889763	0.01703947317953	108.365515182452	0.135701490098227	0.707157139617262	ABL2:NM_001168238(intron 11-intron 10),ABL2:NM_001168237(intron 12-intron 11),ABL2:NM_001168236(intron 11-intron 10),ABL2:NM_007314(intron 12-intron 11),ABL2:NM_001136001(intron 11-intron 10),ABL2:NM_001136000(intron 12-intron 11),ABL2:NM_001168239(intron 11-intron 10),ABL2:NM_005158(intron 12-intron 11)	457.3894
