598	NM_000142	chr4	+	1795038	1810599	1795661	1808989	18	1795038,1795559,1800980,1801473,1803093,1803346,1803561,1805418,1806056,1806550,1807081,1807285,1807476,1807777,1807983,1808272,1808555,1808842,	1795192,1795770,1801250,1801539,1803263,1803470,1803752,1805563,1806247,1806696,1807203,1807396,1807667,1807900,1808054,1808410,1808661,1810599,	0	FGFR3	cmpl	cmpl	-1,0,1,1,1,0,1,0,1,0,2,1,1,0,0,2,2,0,
598	NM_001163213	chr4	+	1795038	1810599	1795661	1808989	18	1795038,1795559,1800980,1801473,1803093,1803346,1803561,1804640,1806056,1806550,1807081,1807285,1807476,1807777,1807983,1808272,1808555,1808842,	1795192,1795770,1801250,1801539,1803263,1803470,1803752,1804791,1806247,1806696,1807203,1807396,1807667,1807900,1808054,1808410,1808661,1810599,	0	FGFR3	cmpl	cmpl	-1,0,1,1,1,0,1,0,1,0,2,1,1,0,0,2,2,0,
598	NM_022965	chr4	+	1795038	1810599	1795661	1808989	16	1795038,1795559,1800980,1801473,1803093,1803346,1803561,1806550,1807081,1807285,1807476,1807777,1807983,1808272,1808555,1808842,	1795192,1795770,1801250,1801539,1803263,1803470,1803752,1806696,1807203,1807396,1807667,1807900,1808054,1808410,1808661,1810599,	0	FGFR3	cmpl	cmpl	-1,0,1,1,1,0,1,0,2,1,1,0,0,2,2,0,
1758	NM_000402	chrX	-	153759604	153775233	153760214	153775085	13	153759604,153760402,153760600,153760781,153761156,153761790,153762249,153762552,153763382,153764151,153764355,153774250,153775003,	153760305,153760495,153760677,153761017,153761343,153761884,153762375,153762711,153763600,153764260,153764393,153774378,153775233,	0	G6PD	cmpl	cmpl	2,2,0,1,0,2,2,2,0,2,0,1,0,
1758	NM_001042351	chrX	-	153759604	153775801	153760214	153774370	13	153759604,153760402,153760600,153760781,153761156,153761790,153762249,153762552,153763382,153764151,153764355,153774250,153775682,	153760305,153760495,153760677,153761017,153761343,153761884,153762375,153762711,153763600,153764260,153764393,153774378,153775801,	0	G6PD	cmpl	cmpl	2,2,0,1,0,2,2,2,0,2,0,0,-1,
1758	NM_001099856	chrX	+	153770454	153793261	153770478	153792676	10	153770454,153780202,153784379,153786746,153788621,153789902,153791024,153791773,153792173,153792533,	153770667,153780404,153784591,153786865,153788774,153789999,153791168,153791916,153792235,153793261,	0	IKBKG	cmpl	cmpl	0,0,1,0,2,2,0,0,2,1,
1758	NM_001321396	chrX	+	153770454	153793261	153780217	153792676	10	153770454,153780202,153784379,153786746,153788621,153789902,153791024,153791773,153792173,153792533,	153770602,153780404,153784591,153786865,153788774,153789999,153791168,153791916,153792235,153793261,	0	IKBKG	cmpl	cmpl	-1,0,1,0,2,2,0,0,2,1,
1758	NM_001099857	chrX	+	153775561	153793261	153780217	153792676	10	153775561,153780202,153784379,153786746,153788621,153789902,153791024,153791773,153792173,153792533,	153775960,153780404,153784591,153786865,153788774,153789999,153791168,153791916,153792235,153793261,	0	IKBKG	cmpl	cmpl	-1,0,1,0,2,2,0,0,2,1,
1758	NM_001145255	chrX	+	153775561	153793261	153780217	153792676	8	153775561,153780202,153784379,153786746,153789902,153791773,153792173,153792533,	153775960,153780404,153784591,153786865,153789999,153791916,153792235,153793261,	0	IKBKG	cmpl	cmpl	-1,0,1,0,2,0,2,1,
1758	NM_001321397	chrX	+	153775561	153793261	153780217	153792676	10	153775561,153780202,153784379,153786749,153788621,153789902,153791024,153791773,153792173,153792533,	153775960,153780404,153784591,153786865,153788774,153789999,153791168,153791916,153792235,153793261,	0	IKBKG	cmpl	cmpl	-1,0,1,0,2,2,0,0,2,1,
1758	NM_003639	chrX	+	153776061	153793261	153780217	153792676	10	153776061,153780202,153784379,153786746,153788621,153789902,153791024,153791773,153792173,153792533,	153776304,153780404,153784591,153786865,153788774,153789999,153791168,153791916,153792235,153793261,	0	IKBKG	cmpl	cmpl	-1,0,1,0,2,2,0,0,2,1,
