1781	NM_003975	1	-	156776034	156786640	156776969	156786500	9	156776034,156776966,156778994,156779452,156783639,156783996,156784828,156785797,156786466,	156776365,156777137,156779282,156779599,156783808,156784086,156785013,156785886,156786640,	0	SH2D2A	cmpl	cmpl	-1,0,0,0,2,2,0,1,0,
1781	NM_001161441	1	-	156776034	156786640	156776969	156786500	9	156776034,156776966,156778994,156779452,156783639,156783996,156784828,156785797,156786466,	156776365,156777137,156779282,156779599,156783808,156784116,156785013,156785886,156786640,	0	SH2D2A	cmpl	cmpl	-1,0,0,0,2,2,0,1,0,
1781	NM_001161442	1	-	156776034	156786640	156776969	156786477	9	156776034,156776966,156778994,156779452,156783639,156783996,156784828,156785797,156786466,	156776365,156777137,156779282,156779599,156783808,156784086,156785013,156785855,156786640,	0	SH2D2A	cmpl	cmpl	-1,0,0,0,2,2,0,2,0,
1781	NM_001161443	1	-	156776034	156785939	156776969	156785836	8	156776034,156776966,156778994,156779452,156783639,156783996,156784828,156785797,	156776365,156777137,156779282,156779599,156783808,156784086,156785013,156785939,	0	SH2D2A	cmpl	cmpl	-1,0,0,0,2,2,0,0,
1781	NM_001161444	1	-	156776848	156786640	156776969	156786500	8	156776848,156778994,156779452,156783639,156783996,156784828,156785797,156786466,	156777137,156779282,156779599,156783808,156784086,156785013,156785886,156786640,	0	SH2D2A	cmpl	cmpl	0,0,0,2,2,0,1,0,
1781	NM_002529	1	+	156830670	156851642	156830726	156851434	17	156830670,156834145,156834519,156836701,156837895,156838296,156841414,156843424,156844174,156844362,156844697,156845311,156845871,156846191,156848913,156849790,156851248,	156830938,156834220,156834591,156836770,156838041,156838439,156841547,156843751,156844192,156844418,156844800,156845458,156846002,156846364,156849154,156849949,156851642,	0	NTRK1	cmpl	cmpl	0,2,2,2,2,1,0,1,1,1,0,1,1,0,2,0,0,
1781	NM_014215	1	-	156810664	156828712	156810664	156828413	22	156810664,156811185,156811456,156811903,156812189,156812795,156813218,156813966,156814253,156814498,156814867,156815163,156815410,156815743,156816310,156818712,156819037,156821081,156821437,156821679,156823543,156828328,	156810896,156811320,156811586,156812063,156812300,156813025,156813271,156814072,156814416,156814635,156815088,156815205,156815606,156815911,156816549,156818839,156819252,156821226,156821580,156821983,156824095,156828712,	0	INSRR	cmpl	cmpl	2,2,1,0,0,1,2,1,0,1,2,2,1,1,2,1,2,1,2,1,1,0,
1781	NM_001007792	1	+	156785541	156851642	156785621	156851434	17	156785541,156811872,156834145,156834519,156836701,156837895,156838296,156841414,156843424,156844362,156844697,156845311,156845871,156846191,156848913,156849790,156851248,	156785630,156811985,156834220,156834591,156836770,156838041,156838439,156841547,156843751,156844418,156844800,156845458,156846002,156846364,156849154,156849949,156851642,	0	NTRK1	cmpl	cmpl	0,0,2,2,2,2,1,0,1,1,0,1,1,0,2,0,0,
1781	NM_001012331	1	+	156830670	156851642	156830726	156851434	16	156830670,156834145,156834519,156836701,156837895,156838296,156841414,156843424,156844362,156844697,156845311,156845871,156846191,156848913,156849790,156851248,	156830938,156834220,156834591,156836770,156838041,156838439,156841547,156843751,156844418,156844800,156845458,156846002,156846364,156849154,156849949,156851642,	0	NTRK1	cmpl	cmpl	0,2,2,2,2,1,0,1,1,0,1,1,0,2,0,0,
118	NM_000251	2	+	47630205	47710367	47630330	47710088	16	47630205,47635539,47637232,47639552,47641407,47643434,47656880,47672686,47690169,47693796,47698103,47702163,47703505,47705410,47707834,47709917,	47630541,47635694,47637511,47639699,47641557,47643568,47657080,47672796,47690293,47693947,47698201,47702409,47703710,47705658,47708010,47710367,	0	MSH2	cmpl	cmpl	0,1,0,0,0,0,2,1,0,1,2,1,1,2,1,0,
118	NM_001258281	2	+	47630205	47710367	47630528	47710088	17	47630205,47630498,47635539,47637232,47639552,47641407,47643434,47656880,47672686,47690169,47693796,47698103,47702163,47703505,47705410,47707834,47709917,	47630314,47630541,47635694,47637511,47639699,47641557,47643568,47657080,47672796,47690293,47693947,47698201,47702409,47703710,47705658,47708010,47710367,	0	MSH2	cmpl	cmpl	-1,0,1,0,0,0,0,2,1,0,1,2,1,1,2,1,0,
